daynight_N,lat,lon,fire_weather_index,pressure_mean,wind_direction_mean,wind_direction_std,solar_radiation_mean,dewpoint_mean,cloud_cover_mean,evapotranspiration_total,humidity_min,temp_mean,temp_range,wind_speed_max,frp
0.0,-17.70897,139.01015,33.30216346153847,1011.3,134.25,103.39940763853534,286.25,15.5,53.333333333333336,7.26,12.0,28.350000000000005,13.5,25.0,6.45
1.0,61.18902,-110.40451,3.873894489247312,975.5041666666666,97.79166666666669,101.41251532177324,265.9583333333333,8.6875,37.91666666666666,4.33,30.0,17.758333333333336,11.9,16.8,7.1
0.0,-17.09032,36.4565,9.35659450954861,994.0083333333332,102.58333333333331,17.613717823206876,276.7916666666667,18.354166666666668,84.41666666666667,6.07,31.0,27.27083333333333,13.6,15.0,3.92
0.0,59.80692,-109.36262,2.397932816537468,965.8583333333332,142.33333333333334,24.160344000494327,272.9583333333333,5.520833333333333,20.541666666666668,3.75,42.0,12.083333333333334,12.2,14.2,25.36
0.0,60.186,-117.68704,8.101557239057238,936.7958333333332,193.91666666666663,14.20949408748328,223.8333333333333,8.233333333333333,14.833333333333334,4.48,32.0,17.833333333333332,12.6,19.9,30.16
0.0,12.78244,-7.83596,30.48350308641976,963.0875,57.5,21.34439817219809,242.29166666666663,-4.291666666666667,0.0,6.879999999999999,8.0,25.383333333333336,16.599999999999998,15.2,11.24
0.0,-20.61869,132.10927,72.8414525462963,971.3833333333332,130.58333333333334,17.45927801740063,327.5,-9.6625,0.0,9.8,5.0,25.620833333333334,16.0,26.7,142.39
0.0,-14.84676,39.51645,8.608958333333334,979.4416666666666,85.83333333333333,100.71439266008056,197.25,16.008333333333333,32.541666666666664,4.69,31.0,24.8,12.4,17.8,8.4
0.0,-18.76302,122.5013,32.82191840277778,1000.4500000000002,127.25,11.27035196137784,220.25,-0.6833333333333332,33.375,7.84,13.0,23.479166666666668,13.9,24.7,5.14
0.0,-18.62787,123.91773,91.65394675925928,999.2333333333332,117.29166666666669,17.484467313081694,324.5416666666667,-5.608333333333333,0.3333333333333333,11.21,5.0,31.454166666666666,14.299999999999995,26.1,14.57
0.0,51.61979,128.41231,0.8174652777777779,985.175,254.91666666666663,142.05630241406243,224.25,-9.645833333333334,30.291666666666668,2.62,21.0,2.3833333333333333,13.2,15.9,10.89
0.0,6.84683,-8.70504,3.009265046296296,974.8416666666666,198.75,59.613512170759854,223.9583333333333,21.70833333333333,48.458333333333336,4.23,47.0,26.183333333333334,11.099999999999998,11.5,4.52
